subjectID,collection_month,collection_half_year,collection_yearwise,OTU_ID,OTU1,OTU2,OTU3,OTU4,OTU5,OTU6,OTU7,OTU8,OTU9,OTU10,OTU11,OTU12,OTU13,OTU14,OTU15,OTU16,OTU17,OTU18,OTU19,OTU20,OTU21,OTU22,OTU23,OTU24,OTU25,OTU26,OTU27,OTU28,OTU29,OTU30,OTU31,OTU32,OTU33,OTU34,OTU35,OTU36,OTU37,OTU38,OTU39,OTU40,OTU41,OTU42,OTU43,OTU44,OTU45,OTU46,OTU47,OTU48,OTU49,OTU50,OTU51,OTU52,OTU53,OTU54,OTU55,OTU56,OTU57,OTU58,OTU59,OTU60,OTU61,OTU62,OTU63,OTU64,OTU65,OTU66,OTU67,OTU68,OTU69,OTU70,OTU71,OTU72,OTU73,OTU74,OTU75,OTU76,OTU77,OTU78,OTU79,OTU80,OTU81,OTU82,OTU83,OTU84,OTU85,OTU86,OTU87,OTU88,OTU89,OTU90,OTU91,OTU92,OTU93,OTU94,OTU95,OTU96,OTU97,OTU98,OTU99,OTU100,OTU101,OTU102,OTU103,OTU104,OTU105,OTU106,OTU107,OTU108,OTU109,OTU110,OTU111,OTU112,OTU113,OTU114,OTU115,OTU116,OTU117,OTU118,OTU119,OTU120,OTU121,OTU122,OTU123,OTU124,OTU125,OTU126,OTU127,OTU128,OTU129,OTU130,OTU131,OTU132,OTU133,OTU134,OTU135,OTU136,OTU137,OTU138,OTU139,OTU140,OTU141,OTU142,OTU143,OTU144,OTU145,OTU146,OTU147,OTU148,OTU149,OTU150,OTU151,OTU152,OTU153,OTU154,OTU155,OTU156,OTU157,OTU158,OTU159,OTU160,OTU161,OTU162,OTU163,OTU164,OTU165,OTU166,OTU167,OTU168,OTU169,OTU170,OTU171,OTU172,OTU173,OTU174,OTU175,OTU176,OTU177,OTU178,OTU179,OTU180,OTU181,OTU182,OTU183,OTU184,OTU185,OTU186,OTU187,OTU188,OTU189,OTU190,OTU191,OTU192,OTU193,OTU194,OTU195,OTU196,OTU197,OTU198,OTU199,OTU200,OTU201,OTU202,OTU203,OTU204,OTU205,OTU206,OTU207,OTU208,OTU209,OTU210,OTU211,OTU212,OTU213,OTU214,OTU215,OTU216,OTU217,OTU218,OTU219,OTU220,OTU221,OTU222,OTU223,OTU224,OTU225,OTU226,OTU227,OTU228,OTU229,OTU230,OTU231,OTU232,OTU233,OTU234,OTU235,OTU236,OTU237,OTU238,OTU239,OTU240,OTU241,OTU242,OTU243,OTU244,OTU245,OTU246,OTU247,OTU248,OTU249,OTU250,OTU251,OTU252,OTU253,OTU254,OTU255,OTU256,OTU257,OTU258,OTU259,OTU260,OTU261,OTU262,OTU263,OTU264,OTU265,OTU266,OTU267,OTU268,OTU269,OTU270,OTU271,OTU272,OTU273,OTU274,OTU275,OTU276,OTU277,OTU278,OTU279,OTU280,OTU281,OTU282,OTU283,OTU284,OTU285,OTU286,OTU287,OTU288,OTU289,OTU290,OTU291,OTU292,OTU293,OTU294,OTU295,OTU296,OTU297,OTU298,OTU299,OTU300,OTU301,OTU302,OTU303,OTU304,OTU305,OTU306,OTU307,OTU308,OTU309,OTU310,OTU311,OTU312,OTU313,OTU314,OTU315,OTU316,OTU317,OTU318,OTU319,OTU320,OTU321,OTU322,OTU323,OTU324,OTU325,OTU326,OTU327,OTU328,OTU329,OTU330,OTU331,OTU332,OTU333,OTU334,OTU335,OTU336,OTU337,OTU338,OTU339,OTU340,OTU341,OTU342,OTU343,OTU344,OTU345,OTU346,OTU347,OTU348,OTU349,OTU350,OTU351,OTU352,OTU353,OTU354,OTU355,OTU356,OTU357,OTU358,OTU359,OTU360,OTU361,OTU362,OTU363,OTU364,OTU365,OTU366,OTU367,OTU368,OTU369,OTU370,OTU371,OTU372,OTU373,OTU374,OTU375,OTU376,OTU377,OTU378,OTU379,OTU380,OTU381,OTU382,OTU383,OTU384,OTU385,OTU386,OTU387,OTU388,OTU389,OTU390,OTU391,OTU392,OTU393,OTU394,OTU395,OTU396,OTU397,OTU398,OTU399,OTU400,OTU401,OTU402,OTU403,OTU404,OTU405,OTU406,OTU407,OTU408,OTU409,OTU410,OTU411,OTU412,OTU413,OTU414,OTU415,OTU416,OTU417,OTU418,OTU419,OTU420,OTU421,OTU422,OTU423,OTU424,OTU425,OTU426,OTU427,OTU428,OTU429,OTU430,OTU431,OTU432,OTU433,OTU434,OTU435,OTU436,OTU437,OTU438,OTU439,OTU440,OTU441,OTU442,OTU443,OTU444,OTU445,OTU446,OTU447,OTU448,OTU449,OTU450,OTU451,OTU452,OTU453,OTU454,OTU455,OTU456,OTU457,OTU458,OTU459,OTU460,OTU461,OTU462,OTU463,OTU464,OTU465,OTU466,OTU467,OTU468,OTU469,OTU470,OTU471,OTU472,OTU473,OTU474,OTU475,OTU476,OTU477,OTU478,OTU479,OTU480,OTU481,OTU482,OTU483,OTU484,OTU485,OTU486,OTU487,OTU488,OTU489,OTU490,OTU491,OTU492,OTU493,OTU494,OTU495,OTU496,OTU497,OTU498,OTU499,OTU500,OTU501,OTU502,OTU503,OTU504,OTU505,OTU506,OTU507,OTU508,OTU509,OTU510,OTU511,OTU512,OTU513,OTU514,OTU515,OTU516,OTU517,OTU518,OTU519,OTU520,OTU521,OTU522,OTU523,OTU524,OTU525,OTU526,OTU527,OTU528,OTU529,OTU530,OTU531,OTU532,OTU533,OTU534
P015091,13,3,2,G69146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01679,0,0,0,0,0,0,0,0,0,0,0.30511,0,0,0,3.50559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88471,0,0,0,0,0.75552,0,0,0,0,0,0,0,0,0,0,0,0.51505,2.37276,0,0,0,0,0,0,0,0,0,0,0,0.06437,0,0,0,0,0.06609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00296,0,0,0,0,0,0,0.00092,0,0,0,0,0,0.03255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026,0.00549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06743,0,0.04177,0,0,0,0,0.07551,0,0,0,0,0.05205,0,0,0,0,0,0.00442,0,0,0,0,0.08147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01242,0,0,0,0,0.01475,0,0,0.40056,0,0,0,0,0,0.02164,0,0,0,0,0,0.36472,0.04067,1.73402,0,0,0,0.00398,0,0,0,0,0.01021,0.01494,0,0.02652,0.03373,0,0,0,0,0,0,0.00979,0,0,0,0,0,0,0.16348,0.15758,0,0,0,0.01177,0,0,0,0,0,0,0,0,0,0.14708,0,0,0.16028,0,0,0,0,0,0,0.26124,0,0,0,0,0.04353,0,0,0,0.00061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.48695,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04362,0,0.00111,0,0.02764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54813,0,0,15.85312,0,2.45479,0,0.0834,6.7439,0,0.2575,0,0,0,0,0,0,0,0,0,0,0,0,0.02797,0,0,0,0,0,0,0,0.00833,0,0,0.04368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.60407
P000648,24,4,2,G69149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00072,0,0,0,0,0,0,0.85919,0,0,0.38016,0.00105,0.21782,0.05398,0.56551,0.00085,0,0,0,0,0,0,0,0.00022,0,0,0,0,0,0,0,0,0,0,0.00892,0,0.01044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68544,0,0,0,0,0.00031,0,0,0,0,0,0,0,0,0,0,0,0,0.03013,0.05757,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00071,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022,0.00266,0.00822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00244,0,0.00398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027,0,0.00644,0,0.00081,0.00192,0,0,0,0,0.04807,0,0,0,0,0,0,0,0,0,0,0.00046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037,0,0,0,0,0,0.2549,0.00136,0.0437,0,0,0,0,0,0,0,0,0,0,0,0,0.00084,0,0,0,0,0.00037,0,0,0,0,0,0,0,0.0007,0,0,0,0,0,0,0,0,0,0.00561,0,0,0,0,0.001,0.00942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10395,0,0.01868,0,0,0.00079,0.00085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00244,0,0,0,0,0,0,0.00209,0.08354,0,0,0,0,0,0.00255,0,0.00078,0,0.00408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.00744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P022384,25,5,3,G69152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1123,0,0,0,1.8308,0.00823,0.0726,22.44733,8.32452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05101,0,0.54734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00243,0,0,0,0,0.02932,0,0.19369,0,0,0,0,0,0,0,0,0,0.04257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02019,0,0,0,0,0.00292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48743,0,0,0,1.83175,0,0.0392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00467,0,0,0,0,0,0,0,0,3.178,0,0,0,0,0,0,0,0,0,0,0.68592,0.02314,0.58723,0,0,0,0,0.5942,0,0,0,0.20697,0.09908,0,0,0.0138,0,0,0,0,0,0,0,0.12287,0,0,0,0,0,0,0.04367,0,0,0,0.16763,0,0,0,0,0,0,0,0,0,0,0,0,0.52939,0,0,0,1.36089,0,0,1.96821,0,0,0,0,1.90741,0.1187,0.20173,0,0,0.02985,0,0,0.02064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05395,0.0311,21.29945,0,0.14368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05398,0,0.05226,0,0,0,0,0.00356,0,0,4.73553,0,0.95089,0,0,0,0,0.02303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.456
T013431,18,3,2,G69153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17509,0,0,1.8536,0.03888,3.09486,0,1.54151,0.02013,0,0,0,0,0,0,0,0,0,0,0.45633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66677,0,2.04542,0,14.21075,0,0,0,0,2.71875,0,0,0,0,0,0,0,0,0,0,15.78701,0,6.50237,9.11292,0.31547,0.20524,6.27009,0,0,0,0,0,1.02168,0,2.15628,0,0.15516,5.27086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00726,0,0.07317,0,0,0,0,0,0,0,0,0,0,0,0,0.29501,0,1.12799,5.88177,0,0,0.66138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00973,0,0,0,0,0,0.00918,0,0,0,0.00603,0,0.06042,0,0,0,0,0.09777,0,0,0,0,0,0,0,0,0,0,0.15454,0,0,0,0.03924,0,0,0.0007,0,0,0,0,0,0,0,0,0,0,0,0,0.0187,0,0,0,0,0,0,0,0,0,0,0,0.02502,0,0,0,0,2.43199,0,0,0,0,0,0,0,0,0.18253,0,0,0,0,0,0.70726,0.00649,0.23032,0,0,0,0,0,0,0,0,0.12163,0.10271,0,0.04665,0.08377,0,0.14798,0,0,0.23222,0,0.00783,0.04104,0,0,0,0,0,0.01532,0.01713,0,0,0.38075,0,0,0,0,0,0,0,0,0.00064,0.0416,2.33761,0,0,0.01073,0,0,0,0,0,0,0.2012,0,0,0,0,0.48452,0.0464,0.13803,0,0.01469,0.00817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00975,0,0.01572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01469,0,0,0.0156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.65952
T008025,22,4,2,G69154,0,0,0,0,0,0,0,0,0,0,0,0.03404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66388,0,0,10.25132,5.47362,0,0,6.68296,1.81519,0,0,0,0,0,0,0,0,0,0,0.58084,0,0,0.45995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.81155,1.48264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.19627,0,5.8041,11.47531,0.58472,0,0,0,0,0,0,0,4.19919,0,0.00925,0,0,0,0,5.11243,0.02749,0.00905,0,0.01798,0,0,0,0,0,0,0,0,0,0,0,0,8.57499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49532,0,0,0,0.10031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04558,0,0,0,0,0.0143,0,0.00146,0.00407,0,0,0,0,0,0,0,0,0,0,0,0.08149,0.0456,0.14011,0,0,0,0.0549,0,0,0,0.23268,0.02188,0,0,0,0.00902,0,0,0,0,0,0,0.03894,0,0,0,0,0.01701,0,0.0106,0.03367,0,0,0,0,0,0,0,0,0,0,0,0.0009,0,0.30854,0,0,0.01946,0,0,0,0,0,0,3.56828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88186,0.11584,0,0,0,0,0,0,0.00208,0.01626,0.04388,0.0295,0.07342,0.66582,0,1.17677,0,0,0,0,0,0,0,0,0.00133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.16714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99746,0,0.04262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75934
P020604,32,6,3,G69155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.988,0,0.04663,0.09097,0.15718,0,0,0.11634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.93178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04769,0.03862,0,0,0,0,0,0,0,0,0,0,7.42759,0,0,0,0,5.27017,0.00402,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87272,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01973,0,0.03706,0,0,0,0,0.01319,0,0,0,0,0,0,0,0,0,0,0.00328,0,0,0,0,0,0,0,0,0.92604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12349,0,0,0,0,0,0,0,5.21514,0,0,0,0,0,0.21678,0,0,0,0,0,2.06593,0.06005,0.03083,0,0,0,0,0,0,0,0.08456,0,0,0,0,0,0,0,0,0,0.0335,0,0,0,0,0,0,0.08123,4.63146,1.59545,0,0,0,0,0.01466,0,0,0,0,0,0,0,0,0,6.10849,0,0,0.01378,0,0,0,0,0,0,0.13309,0,0,0,0,0.36849,0,0.0766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43987,0.08097,0.01983,0,0.35725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05186,0,0,0.24173,0,0.3242,0,0,0,0,0.01294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01187,0,0,0,0,0,0,0.3729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P005558,14,3,2,G69156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00613,0,0,59.82353,37.0703,0,0,0.03742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00176,0,0,0,0,0.00032,0,0,0,0,0,0,0,0,0,0,0,0.00011,0.00838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00078,0,0,0,0,0,0,0,0,0,0,0,0.01287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22901,2.38531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04346,0,0,0,0,0,0,0.00304,0,0,0,0,0.22709,0,0.01284,0,0.02184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03853,0,0.05362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00981
T019021,1,1,1,G69157,0,0,0,0,0,0.05755,0.0097,0.00367,0,0.03499,0,0,0,0,0,0,0,0.00804,0,0,0,0,0,0,0,0,0,0,0,0,13.35872,0,0.03046,0.83224,0.38842,0.04841,3.30242,34.33555,0.03176,0,0,0,0,0,0,0,0.0015,0,0,3.4375,0,0,0,0,0,0,0,0.26263,0,1.91159,0,0,0,0,0,0,0,0,0,0.00914,0,0,0,0,0,0,0,3.17374,0,0,0,0.00113,0.52209,0,0,0,0,0,0,0,0,0,0,0.00295,1.23466,5.6475,2.01902,0.01577,0,0.29574,0,0,0,0,0,0.16704,0,0.00013,0,0,0,0,0.0026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0093,0,0.18026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00366,0,0,0,0,0,0,0,0,0.00492,0,0.019,9.72893,0.3014,0,0,0.00703,0.02756,0.03412,0,0,0,0,0,0.00038,0,0,0,0,0.02232,0,0,0,0,0.01719,0,0,0,0,0,0,0,9.15489,0.00961,0,0.01366,0,0,0,0,0,0,0,0,0,0,0.0042,0,0,0,0,0,0,0,0,0,0,0.8011,0,0,0.00103,0,0,0,0,0.00179,0,0.00021,0,0,0,0.01061,0,0.20273,0,0,0,0,0.04122,0,0,0,0,0.07668,0,0,0,0,0,0.00877,0,0,0.00029,0.00059,0.00194,0,0,0,0,0.00259,0,0,0,0,0,0,0,0,0,0.00264,0,0,0,0,0,0,0,0,0,0,0,0.20776,0,0,0,0.15842,0.08654,0,0,0.47248,0.01657,0,0,0,0,0.03244,0,0,0,0,0,0.30432,0.05531,0.12034,0,0,0,0.00691,0.00991,0,0,0.03534,0.03458,0,0.00348,0.00147,0.00113,0,0,0,0,0.03539,0,0.00997,0.00718,0,0,0,0.00033,0.21531,0.0032,0,0,0,0.08654,0.01224,0,0,0,0.12934,0,0,0,0,0,1.70584,0,0,1.89314,0.07757,0,0,0.21029,0.65605,0,0.11522,0,0,0,0,0.03045,0.00059,0.07833,0,0.01288,0.01441,0,0,0,0,0,0,0,0,0,0.00207,0,0,0,0,0,0,0,0,0.20542,0,0,0,0,0,0,0,0.00456,0,0,0,0,0,0,0,0.00068,0,0.00857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02258,0,0,0,0.02547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51373,0,0.07268,0,0,0,0,0,0,0,0,0,0,0,0,0.0217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34396
P006035,16,3,2,G69158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11134,0,0.0081,2.70728,0.06962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00937,0,3.37651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56962,0,0,0,0,2.24584,0,0,0,0,0,0,0,0,0,0,0,1.43526,0.21605,0.19508,0,0,0,0,0,0,0,0,0,0,0.18074,0,0,0,0,0.13013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44984,0,0,0,0,0,0,0,0,0,0,0,41.50495,0,0,0,0,0.06481,0,0,0,0,0,0,0,0,0,0,0.06126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00266,0,0,0,0,0,0,0,0,0,0,0,2.2551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9531,0.88262,0.94374,0,0,0,0,0,0,0,0,0,0,0,0,0.84203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00421,0,0.1202,0,0,0,0,0,0,0,0,0,1.29118,0,0,0,0,6.02316,0,0.12484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19607,0,1.14465,0,0,0.18601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06154
